,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
6087,826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,Multiple,Inpatient,575500.802725,575500.802725,177786.3344,202772.523327,312193.1773333334,236020.40866,211008.1503,48025.8895224383,60032.3619030479,48025.8895224383,48025.8895224383,49466.6662081114,49466.6662081114,48506.1484176627,49466.6662081114,49706.7956557236,82419.5151,161309.3170504898,70002.1564558729,70002.1564558729,70002.1564558729,136960.7408919253,152178.6009910281,60871.4403964113,152178.6009910281,70002.1564558729,36522.8642378468,63915.0124162318,70002.1564558729,73045.7284756935,85220.0165549758,60871.4403964113,70002.1564558729,261507.56475824,261507.56475824,261507.56475824,261507.56475824,261507.56475824,261507.56475824,261507.56475824,261507.56475824,36522.8642378468,312193.1773333334
6088,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,Multiple,Inpatient,176335.395731579,176335.395731579,84182.1872,96013.197951,147921.0856666667,111756.13858,99912.7839,22972.4725265525,28715.5906581907,22972.4725265525,22972.4725265525,23661.6467023491,23661.6467023491,23202.1972518181,23661.6467023491,23776.5090649819,39025.8063,58206.8457660455,25259.5745777179,25259.5745777179,25259.5745777179,49420.9067824915,54912.1186472128,21964.8474588851,54912.1186472128,25259.5745777179,13178.9084753311,23063.0898318294,25259.5745777179,26357.8169506621,30750.7864424391,21964.8474588851,25259.5745777179,80126.8038204295,80126.8038204295,80126.8038204295,80126.8038204295,80126.8038204295,80126.8038204295,80126.8038204295,80126.8038204295,13178.9084753311,147921.0856666667
6089,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,88212.7659466667,88212.7659466667,60131.1216,68581.982403,73002.5716,79827.12474,71367.4467,16535.1362151097,20668.9202688871,16535.1362151097,16535.1362151097,17031.190301563,17031.190301563,16700.4875772608,17031.190301563,17113.8659826385,27876.0339,44341.1885667296,19242.4025855619,19242.4025855619,19242.4025855619,37648.1789717515,41831.3099686128,16732.5239874451,41831.3099686128,19242.4025855619,10039.5143924671,17569.1501868174,19242.4025855619,20079.0287849342,23425.5335824232,16732.5239874451,19242.4025855619,40083.8808461653,40083.8808461653,40083.8808461653,40083.8808461653,40083.8808461653,40083.8808461653,40083.8808461653,40083.8808461653,10039.5143924671,79827.12474
6090,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,Multiple,Inpatient,305604.7457380953,305604.7457380953,109422.6672,124800.988851,222134.9438,145264.16058,129869.7939,29728.158994858,37160.1987435725,29728.158994858,29728.158994858,30620.0037647038,30620.0037647038,30025.4405848066,30620.0037647038,30768.6445596781,50726.9763,96385.3509530433,41827.605130566,41827.605130566,41827.605130566,81836.618733716,90929.5763707956,36371.8305483182,90929.5763707956,41827.605130566,21823.0983289909,38190.4220757341,41827.605130566,43646.1966579819,50920.5627676455,36371.8305483182,41827.605130566,138866.7964633905,138866.7964633905,138866.7964633905,138866.7964633905,138866.7964633905,138866.7964633905,138866.7964633905,138866.7964633905,21823.0983289909,222134.9438
6091,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,91972.5704666667,91972.5704666667,50844.008,57989.652765,93278.5135333333,67498.0087,60344.9085,14049.4137693743,17561.7672117178,14049.4137693743,14049.4137693743,14470.8961824555,14470.8961824555,14189.907907068,14470.8961824555,14541.1432513024,23570.6445,43612.2185723901,18926.0571163202,18926.0571163202,18926.0571163202,37029.2421841048,41143.6024267831,16457.4409707132,41143.6024267831,18926.0571163202,9874.4645824279,17280.3130192489,18926.0571163202,19748.9291648559,23040.4173589985,16457.4409707132,18926.0571163202,41792.3360200533,41792.3360200533,41792.3360200533,41792.3360200533,41792.3360200533,41792.3360200533,41792.3360200533,41792.3360200533,9874.4645824279,93278.5135333333
6092,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,Multiple,Inpatient,63224.8959146497,63224.8959146497,41311.4048,47117.332284,44412.6679862069,54842.99272,49031.0076,11497.9853319608,14372.481664951,11497.9853319608,11497.9853319608,11842.9248919196,11842.9248919196,11612.9651852804,11842.9248919196,11900.4148185794,19151.4492,22285.5012161833,9671.0665655135,9671.0665655135,9671.0665655135,18921.6519760047,21024.0577511164,8409.6231004465,21024.0577511164,9671.0665655135,5045.7738602679,8830.1042554689,9671.0665655135,10091.5477205359,11773.4723406252,8409.6231004465,9671.0665655135,28729.3927036168,28729.3927036168,28729.3927036168,28729.3927036168,28729.3927036168,28729.3927036168,28729.3927036168,28729.3927036168,5045.7738602679,54842.99272
6093,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,Multiple,Inpatient,47219.7830166667,47219.7830166667,24220.488,27624.448665,26112.0426,32153.9307,28746.4185,6923.5527000657,8654.4408750822,6923.5527000657,6923.5527000657,7131.2592810677,7131.2592810677,6992.7882270664,7131.2592810677,7165.877044568,11228.3145,17674.4090472944,7670.0265676938,7670.0265676938,7670.0265676938,15006.5737194009,16673.9707993343,6669.5883197337,16673.9707993343,7670.0265676938,4001.7529918402,7003.0677357204,7670.0265676938,8003.5059836805,9337.4236476272,6669.5883197337,7670.0265676938,21456.6694027733,21456.6694027733,21456.6694027733,21456.6694027733,21456.6694027733,21456.6694027733,21456.6694027733,21456.6694027733,4001.7529918402,32153.9307
6094,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,33682.8543163743,33682.8543163743,17426.304,19875.40632,21302.5276745098,23134.3056,20682.648,5105.0699726383,6381.3374657979,5105.0699726383,5105.0699726383,5258.2220718175,5258.2220718175,5156.1206723647,5258.2220718175,5283.7474216806,8078.616,16054.0588066037,6966.8557085261,6966.8557085261,6966.8557085261,13630.8046471164,15145.338496796,6058.1353987184,15145.338496796,6966.8557085261,3634.881239231,6361.0421686543,6966.8557085261,7269.7624784621,8481.3895582057,6058.1353987184,6966.8557085261,15305.4890013605,15305.4890013605,15305.4890013605,15305.4890013605,15305.4890013605,15305.4890013605,15305.4890013605,15305.4890013605,3634.881239231,23134.3056
6095,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,Multiple,Inpatient,585954.3782733869,585954.3782733869,191205.28,218077.3749,394134.7347538461,253834.742,226934.61,51617.5085886703,64521.8857358379,51617.5085886703,51617.5085886703,53166.0338463304,53166.0338463304,52133.683674557,53166.0338463304,53424.1213892737,88640.37,179074.2549659207,77711.4691361543,77711.4691361543,77711.4691361543,152044.1787446496,168937.976382944,67575.1905531776,168937.976382944,77711.4691361543,40545.1143319066,70953.9500808365,77711.4691361543,81090.2286638131,94605.2667744487,67575.1905531776,77711.4691361543,266257.669487427,266257.669487427,266257.669487427,266257.669487427,266257.669487427,266257.669487427,266257.669487427,266257.669487427,40545.1143319066,394134.7347538461
6096,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,Multiple,Inpatient,258937.2160892857,258937.2160892857,72509.3296,82699.830543,193917.72295,96259.82594,86058.6927,19848.1988940869,24810.2486176086,19848.1988940869,19848.1988940869,20443.6448609095,20443.6448609095,20046.6808830277,20443.6448609095,20542.8858553799,33614.4159,132691.5212033643,57583.1129750449,57583.1129750449,57583.1129750449,112662.6123424791,125180.6803805324,50072.2721522129,125180.6803805324,57583.1129750449,30043.3632913278,52575.8857598236,57583.1129750449,60086.7265826555,70101.1810130981,50072.2721522129,57583.1129750449,117661.0709909714,117661.0709909714,117661.0709909714,117661.0709909714,117661.0709909714,117661.0709909714,117661.0709909714,117661.0709909714,19848.1988940869,193917.72295
6097,836,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,71608.5908333333,71608.5908333333,54242.8288,61866.145704,65352.8974,72010.11632,64378.8456,14959.1178513392,18698.897314174,14959.1178513392,14959.1178513392,15407.8913868794,15407.8913868794,15108.7090298526,15407.8913868794,15482.6869761361,25146.2952,50220.4592117382,21793.784186226,21793.784186226,21793.784186226,42640.0125382683,47377.791709187,18951.1166836748,47377.791709187,21793.784186226,11370.6700102049,19898.6725178586,21793.784186226,22741.3400204098,26531.5633571447,18951.1166836748,21793.784186226,32538.9436746667,32538.9436746667,32538.9436746667,32538.9436746667,32538.9436746667,32538.9436746667,32538.9436746667,32538.9436746667,11370.6700102049,72010.11632
6098,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,Multiple,Inpatient,366232.5414045454,366232.5414045454,186094.9472,212248.833126,362470.006568091,247050.51508,220869.3414,50249.7134379641,62812.1417974551,50249.7134379641,50249.7134379641,51757.204841103,51757.204841103,50752.2105723437,51757.204841103,52008.4534082928,86271.2838,128169.4018530563,55620.6838230244,55620.6838230244,55620.6838230244,108823.0770450478,120914.5300500531,48365.8120200213,120914.5300500531,55620.6838230244,29019.4872120128,50784.1026210223,55620.6838230244,58038.9744240255,67712.1368280297,48365.8120200213,55620.6838230244,166416.0668142255,166416.0668142255,166416.0668142255,166416.0668142255,166416.0668142255,166416.0668142255,166416.0668142255,166416.0668142255,29019.4872120128,362470.006568091
6099,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,Multiple,Inpatient,95484.9135753425,95484.9135753425,76900.4816,87708.117453,95621.283975,102089.30374,91270.3917,21023.5032522715,26279.3790653394,21023.5032522715,21023.5032522715,21654.2083498397,21654.2083498397,21233.7382847942,21654.2083498397,21759.325866101,35650.0989,48989.4281666667,21259.5631666667,21259.5631666667,21259.5631666667,41594.7975,46216.4416666667,18486.5766666667,46216.4416666667,21259.5631666667,11091.946,19410.9055,21259.5631666667,22183.892,25881.2073333333,18486.5766666667,21259.5631666667,43388.3447286356,43388.3447286356,43388.3447286356,43388.3447286356,43388.3447286356,43388.3447286356,43388.3447286356,43388.3447286356,11091.946,102089.30374
6100,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Multiple,Inpatient,61984.7538104167,61984.7538104167,47531.6272,54211.748151,62376.5328666667,63100.65458,56413.5639,13162.845599972,16453.556999965,13162.845599972,13162.845599972,13557.7309679711,13557.7309679711,13294.4740559717,13557.7309679711,13623.545195971,22035.0663,34508.3814221431,14975.3353341376,14975.3353341376,14975.3353341376,29299.5691320083,32555.0768133425,13022.030725337,32555.0768133425,14975.3353341376,7813.2184352022,13673.1322616039,14975.3353341376,15626.4368704044,18230.8430154718,13022.030725337,14975.3353341376,28165.8721314533,28165.8721314533,28165.8721314533,28165.8721314533,28165.8721314533,28165.8721314533,28165.8721314533,28165.8721314533,7813.2184352022,63100.65458
6101,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,Multiple,Inpatient,283408.2078217688,283408.2078217688,107427.632,122525.57031,124709.29485,142615.6498,127501.959,29194.1821329111,36492.7276661389,29194.1821329111,29194.1821329111,30070.0075968985,30070.0075968985,29486.1239542402,30070.0075968985,30215.978507563,49802.103,117109.910584064,50821.281951575,50821.281951575,50821.281951575,99432.9429487336,110481.0477208151,44192.419088326,110481.0477208151,50821.281951575,26515.4514529956,46402.0400427424,50821.281951575,53030.9029059913,61869.3867236565,44192.419088326,50821.281951575,128780.6896342118,128780.6896342118,128780.6896342118,128780.6896342118,128780.6896342118,128780.6896342118,128780.6896342118,128780.6896342118,26515.4514529956,142615.6498
6102,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,Multiple,Inpatient,110449.3333697675,110449.3333697675,55141.8048,62891.464284,125726.4428,73203.55272,65445.8076,15199.7313419912,18999.664177489,15199.7313419912,15199.7313419912,15655.7232822509,15655.7232822509,15351.7286554111,15655.7232822509,15731.7219389609,25563.0492,55451.8957861281,24064.0302468103,24064.0302468103,24064.0302468103,47081.7983089767,52313.1092321963,20925.2436928785,52313.1092321963,24064.0302468103,12555.1462157271,21971.5058775225,24064.0302468103,25110.2924314542,29295.3411700299,20925.2436928785,24064.0302468103,50188.1770832223,50188.1770832223,50188.1770832223,50188.1770832223,50188.1770832223,50188.1770832223,50188.1770832223,50188.1770832223,12555.1462157271,125726.4428
6103,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,Multiple,Inpatient,167287.9604391305,167287.9604391305,66987.5424,76402.008342,158955.5753333333,88929.37236,79505.0838,18370.2767995822,22962.8459994778,18370.2767995822,18370.2767995822,18921.3851035697,18921.3851035697,18553.9795675781,18921.3851035697,19013.2364875676,31054.5846,63771.8276532884,27674.5667174648,27674.5667174648,27674.5667174648,54145.8914037355,60162.1015597061,24064.8406238824,60162.1015597061,27674.5667174648,14438.9043743295,25268.0826550765,27674.5667174648,28877.8087486589,33690.7768734354,24064.8406238824,27674.5667174648,76015.6492235409,76015.6492235409,76015.6492235409,76015.6492235409,76015.6492235409,76015.6492235409,76015.6492235409,76015.6492235409,14438.9043743295,158955.5753333333
6104,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,Multiple,Inpatient,109590.173075,109590.173075,39437.3856,44979.937398,88054.323,52355.13684,46806.8022,10996.3987476017,13745.4984345021,10996.3987476017,10996.3987476017,11326.2907100297,11326.2907100297,11106.3627350777,11326.2907100297,11381.2727037677,18282.6774,40153.3339518749,17425.0317149646,17425.0317149646,17425.0317149646,34092.4533553655,37880.5037281839,15152.2014912736,37880.5037281839,17425.0317149646,9091.3208947641,15909.8115658372,17425.0317149646,18182.6417895283,21213.082087783,15152.2014912736,17425.0317149646,49797.77464528,49797.77464528,49797.77464528,49797.77464528,49797.77464528,49797.77464528,49797.77464528,49797.77464528,9091.3208947641,88054.323
6105,845,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,Multiple,Inpatient,84245.4014,84245.4014,29234.008,33342.571515,62504.23634,38809.6337,34696.7835,8265.4356287018,10331.7945358772,8265.4356287018,8265.4356287018,8513.3986975628,8513.3986975628,8348.0899849888,8513.3986975628,8554.7258757063,13552.5195,27964.1827114075,12135.4000445731,12135.4000445731,12135.4000445731,23743.1740002517,26381.3044447241,10552.5217778896,26381.3044447241,12135.4000445731,6331.5130667338,11080.1478667841,12135.4000445731,12663.0261334676,14773.5304890455,10552.5217778896,12135.4000445731,38281.11039616,38281.11039616,38281.11039616,38281.11039616,38281.11039616,38281.11039616,38281.11039616,38281.11039616,6331.5130667338,62504.23634
6106,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,Multiple,Inpatient,142994.2562962686,142994.2562962686,83293.584,94999.70997,137623.3493090909,110576.4726,98858.133,22734.6353454081,28418.2941817601,22734.6353454081,22734.6353454081,23416.6744057703,23416.6744057703,22961.9816988622,23416.6744057703,23530.3475824974,38613.861,61521.0869863061,26697.8302016045,26697.8302016045,26697.8302016045,52234.8851770524,58038.761307836,23215.5045231344,58038.761307836,26697.8302016045,13929.3027138806,24376.2797492911,26697.8302016045,27858.6054277613,32501.7063323881,23215.5045231344,26697.8302016045,64976.5900610245,64976.5900610245,64976.5900610245,64976.5900610245,64976.5900610245,64976.5900610245,64976.5900610245,64976.5900610245,13929.3027138806,137623.3493090909
6107,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,Multiple,Inpatient,68956.8381458204,68956.8381458204,42117.0256,48036.175473,80167.6703722222,55912.49534,49987.1697,11713.6120370451,14642.0150463063,11713.6120370451,11713.6120370451,12065.0203981564,12065.0203981564,11830.7481574155,12065.0203981564,12123.5884583417,19524.9249,35095.3439094218,15230.0549040887,15230.0549040887,15230.0549040887,29797.9335079997,33108.8150088885,13243.5260035554,33108.8150088885,15230.0549040887,7946.1156021332,13905.7023037332,15230.0549040887,15892.2312042665,18540.9364049776,13243.5260035554,15230.0549040887,31333.9872534608,31333.9872534608,31333.9872534608,31333.9872534608,31333.9872534608,31333.9872534608,31333.9872534608,31333.9872534608,7946.1156021332,80167.6703722222
6108,848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Multiple,Inpatient,25733.8437375,25733.8437375,32124.5616,36639.365103,40574.8518,42646.99074,38127.4767,9039.1005447981,11298.8756809976,9039.1005447981,9039.1005447981,9310.2735611421,9310.2735611421,9129.4915502461,9310.2735611421,9355.469063866,14892.5439,25027.6497660678,10861.0555588596,10861.0555588596,10861.0555588596,21249.8913108123,23610.990345347,9444.3961381388,23610.990345347,10861.0555588596,5666.6376828833,9916.6159450457,10861.0555588596,11333.2753657666,13222.1545933943,9444.3961381388,10861.0555588596,11693.45859432,11693.45859432,11693.45859432,11693.45859432,11693.45859432,11693.45859432,11693.45859432,11693.45859432,5666.6376828833,42646.99074
6109,849,RADIOTHERAPY,Multiple,Inpatient,247176.5091666667,247176.5091666667,80869.8064,92235.293337,184494.165156,107358.78446,95981.4393,22085.9043571503,27607.3804464378,22085.9043571503,22085.9043571503,22748.4814878648,22748.4814878648,22306.7634007218,22748.4814878648,22858.9110096505,37490.2281,68715.5909163717,29819.9734165387,29819.9734165387,29819.9734165387,58343.4262497495,64826.0291663884,25930.4116665554,64826.0291663884,29819.9734165387,15558.2469999332,27226.9322498831,29819.9734165387,31116.4939998664,36302.5763331775,25930.4116665554,29819.9734165387,112317.0057653333,112317.0057653333,112317.0057653333,112317.0057653333,112317.0057653333,112317.0057653333,112317.0057653333,112317.0057653333,15558.2469999332,184494.165156
6110,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,Multiple,Inpatient,510874.7989559092,510874.7989559092,169456.976,193272.55233,196076.3267931035,224962.7614,201122.337,45796.5129878975,57245.6412348718,45796.5129878975,45796.5129878975,47170.4083775344,47170.4083775344,46254.4781177765,47170.4083775344,47399.3909424739,78558.129,114893.6659763279,49859.5154236894,49859.5154236894,49859.5154236894,97551.2258289576,108390.250921064,43356.1003684256,108390.250921064,49859.5154236894,26013.6602210554,45523.9053868469,49859.5154236894,52027.3204421107,60698.5405157958,43356.1003684256,49859.5154236894,232141.5086455651,232141.5086455651,232141.5086455651,232141.5086455651,232141.5086455651,232141.5086455651,232141.5086455651,232141.5086455651,26013.6602210554,232141.5086455651
